Dish Name,Price,Url_of_the_food_Item
Morrocon Cottage Cheese Subwich,₹119,https://www.freshmenu.com/continental_margherita_garlic_bread/product/14406
Honey Mustard Chicken Subwich,₹149,https://www.freshmenu.com/continental_smoked_chicken_garlic_bread/product/14399
Grilled Chicken n Cheese Subwich,₹149,https://www.freshmenu.com/continental_morrocon_cottage_cheese_subwich/product/12809
Creamy Mexicano Subwich,₹149,https://www.freshmenu.com/continental_honey_mustard_chicken_subwich/product/12392
Caesar Chicken Subwich,₹149,https://www.freshmenu.com/continental_grilled_chicken__n_cheese_subwich/product/12944
Greek Chicken Subwich,₹149,https://www.freshmenu.com/continental_creamy_mexicano_subwich/product/12395
Peri Peri Chicken Tikka Subwich,₹149,https://www.freshmenu.com/continental_caesar_chicken_subwich/product/12389
Nashville popcorn chicken Subwich,₹149,https://www.freshmenu.com/continental_greek_chicken_subwich/product/12393
Chilli achaari paneer Subwich,₹149,https://www.freshmenu.com/continental_peri_peri_chicken_tikka_subwich/product/12808
Phiily Cheese Steak Subwich,₹149,https://www.freshmenu.com/continental_nashville_popcorn_chicken_subwich/product/14391
Pepper Chicken Subwich,₹149,https://www.freshmenu.com/continental_chilli_achaari_paneer_subwich/product/14397
Vietnamese Tofu Subwich,₹149,https://www.freshmenu.com/continental_phiily_cheese_steak_subwich/product/14387
Grilled Chicken n Cheese Multigrain Sub,₹149,https://www.freshmenu.com/continental_pepper_chicken_subwich/product/14395
Sausage n Egg Scramble Multigrain Sub,₹149,https://www.freshmenu.com/continental_vietnamese_tofu_subwich/product/14389
Mushroom Corn Cheese Multigrain Sub,₹149,https://www.freshmenu.com/continental_grilled_chicken_n_cheese_multigrain_sub/product/12963
Loaded Paneer Popcorn Multigrain Sub,₹149,https://www.freshmenu.com/continental_sausage_n_egg_scramble_multigrain_sub/product/12965
Cheesy Chicken Club Sandwich,₹149,https://www.freshmenu.com/continental_mushroom_corn_cheese_multigrain_sub/product/12960
Rainbow Club Whole Wheat Sandwich,₹149,https://www.freshmenu.com/continental_loaded_paneer_popcorn_multigrain_sub/product/13428
BBQ Chicken Club Sandwich,₹149,https://www.freshmenu.com/continental_cheesy_chicken_club_sandwich/product/13205
Chicken Tikka Club Sandwich,₹149,https://www.freshmenu.com/continental_rainbow_club_whole_wheat_sandwich/product/12218
Korean Fried Chicken Club Sandwich,₹149,https://www.freshmenu.com/continental_bbq_chicken_club_sandwich/product/3156
Mexicana Chicken Burger,₹149,https://www.freshmenu.com/continental_chicken_tikka_club_sandwich/product/11315
Kimchi Chicken Burger,₹125,https://www.freshmenu.com/continental_korean_fried_chicken_club_sandwich/product/13206
Cheddar Onion Chicken Burger,₹125,https://www.freshmenu.com/continental_mexicana_chicken_burger/product/14833
Bbq Chicken Burger,₹125,https://www.freshmenu.com/continental_kimchi_chicken_burger/product/14829
Maryland Chicken Burger,₹125,https://www.freshmenu.com/continental_cheddar_onion_chicken_burger/product/14823
Classic Chicken Burger,₹125,https://www.freshmenu.com/continental_bbq_chicken_burger/product/14827
Californian Double Chicken Burger,₹125,https://www.freshmenu.com/continental_maryland_chicken_burger/product/14831
Peri Peri Double Chicken Burger,₹149,https://www.freshmenu.com/continental_classic_chicken_burger/product/14825
Sesame Chicken Bites,₹149,https://www.freshmenu.com/continental_californian_double_chicken_burger/product/12119
Crispy Fried American Corn,₹149,https://www.freshmenu.com/continental_peri_peri_double_chicken_burger/product/12335
Honey Chicken Peppers,₹149,https://www.freshmenu.com/pan_asian_sesame_chicken_bites/product/4851
Singapore Chilli Chicken,₹149,https://www.freshmenu.com/pan_asian_crispy_fried_american_corn/product/2908
Chilli Paneer,₹149,https://www.freshmenu.com/pan_asian_honey_chicken_peppers/product/930
Black Pepper Chicken Stir Fry,₹149,https://www.freshmenu.com/asian_singapore_chilli_chicken/product/10283
Veggies in Chilli Garlic Sauce,₹149,https://www.freshmenu.com/pan_asian_chilli_paneer/product/5831
Parmesan Chicken Sticks,₹149,https://www.freshmenu.com/asian_black_pepper_chicken_stir_fry/product/10168
Thai Fried Strips,₹149,https://www.freshmenu.com/pan_asian_veggies_in_chilli_garlic_sauce/product/11220
Pio Pio Chicken,₹149,https://www.freshmenu.com/continental_parmesan_chicken_sticks/product/14156
BBQ-Honey Chilli Chicken,₹149,https://www.freshmenu.com/asian_thai_fried_strips/product/12855
Shaking Chicken,₹149,https://www.freshmenu.com/continental_pio_pio_chicken/product/14495
Schezwan-Corn Nuggets,₹149,https://www.freshmenu.com/asian_bbq_honey_chilli_chicken/product/13754
Crispy-Herb Corn N' nuts,₹149,https://www.freshmenu.com/asian_shaking_chicken/product/14060
Tokyo Tossed Veggie,₹149,https://www.freshmenu.com/asian_schezwan_corn_nuggets/product/13742
Lemongrass Chicken Stirfry,₹149,https://www.freshmenu.com/continental_crispy_herb_corn_n__nuts/product/13778
Nashville Chicken Popcorn,₹149,https://www.freshmenu.com/asian_tokyo_tossed_veggie/product/13564
Mexican Potato Nachos,₹149,https://www.freshmenu.com/continental_lemongrass_chicken_stirfry/product/13161
Chilli Parma Chicken Popcorn,₹149,https://www.freshmenu.com/continental_nashville_chicken_popcorn/product/14195
Cheesy Salsa Crouton Nachos,₹149,https://www.freshmenu.com/mexican_mexican_potato_nachos/product/14189
Asian Hot Garlic Crouton Nachos,₹109,https://www.freshmenu.com/italian_chilli_parma_chicken_popcorn/product/14191
Indian Tadka Crouton Nachos,₹109,https://www.freshmenu.com/continental_cheesy_salsa_crouton_nachos/product/14841
Mexican Crouton Salsa Nachos,₹109,https://www.freshmenu.com/continental_asian_hot_garlic_crouton_nachos/product/14839
Magic Masala Wedges,₹109,https://www.freshmenu.com/continental_indian_tadka_crouton_nachos/product/14835
Cheesy Wedges,₹149,https://www.freshmenu.com/continental_mexican_crouton_salsa_nachos/product/14837
Peri Peri Potato Wedges,₹160,https://www.freshmenu.com/fusion_magic_masala_wedges/product/10935
Homemade Chocolate-Cake,₹219,https://www.freshmenu.com/italian_cheesy_wedges/product/13663
Blueberry Oatmeal Cake,₹149,https://www.freshmenu.com/pan_asian_peri_peri_chicken_65/product/3996
Dutch Truffle Cake,₹75,https://www.freshmenu.com/pan_asian_peri_peri_chicken_65/product/3996
Crumble-Blueberry-Cake,₹99,https://www.freshmenu.com/fusion_peri_peri_potato_wedges/product/10936
Espresso and Praline Cake,₹99,https://www.freshmenu.com/world_cuisine_homemade_chocolate_cake/product/7946
Triple Fantasy Cake,₹99,https://www.freshmenu.com/world_cuisine_blueberry_oatmeal_cake/product/9042
Mango Souffle Pie,₹45,https://www.freshmenu.com/world_cuisine_dutch_truffle_cake/product/11158
Cappuccino Brownie,₹99,https://www.freshmenu.com/world_cuisine_crumble_blueberry_cake/product/9512
Toffee Fruit Pudding,₹75,https://www.freshmenu.com/world_cuisine_espresso_and_praline_cake/product/14855
Mint Lemonade,₹89,https://www.freshmenu.com/world_cuisine_triple_fantasy_cake/product/12280
Mint Chaas,₹89,https://www.freshmenu.com/world_cuisine_mango_souffle_pie/product/14861
Masala Lemonade,₹79,https://www.freshmenu.com/world_cuisine_cappuccino_brownie/product/14912
